2023-11-17 22:32:41.641117, 0.0, 0.0, 0.0, 0, 0
2023-11-17 22:32:42.642638, 0.0, 0.0, 0.0, 0, 0
2023-11-17 22:32:43.643464, 0.0, 0.0, 0.0, 0, 0
2023-11-17 22:32:44.644149, 0.0, 0.0, 0.0, 0, 0
2023-11-17 22:32:45.644576, 0.0, 0.0, 0.0, 0, 0
2023-11-17 22:32:46.645710, 0.0, 0.0, 0.0, 0, 0
2023-11-17 22:32:47.646980, 0.0, 0.0, 0.0, 0, 0
2023-11-17 22:32:48.647703, 0.0, 0.0, 0.0, 0, 0
2023-11-17 22:32:49.648468, 0.0, 0.0, 0.0, 0, 0
2023-11-17 22:32:50.649682, 0.0, 0.0, 0.0, 0, 0
2023-11-17 22:32:51.650200, 0.0, 0.0, 0.0, 0, 0
2023-11-17 22:32:52.650650, 0.0, 0.0, 0.0, 0, 0
2023-11-17 22:32:53.651118, 0.0, 0.0, 0.0, 0, 0
2023-11-17 22:32:54.655483, 0.0, 0.0, 0.0, 0, 0
2023-11-17 22:32:55.655930, 20.0, 10.0, 30.0, -10, 0
2023-11-17 22:32:56.657194, 15.0, 9.0, 24.0, -16, 0
2023-11-17 22:32:57.658023, 10.0, 6.0, 16.0, -20, 0
2023-11-17 22:32:58.658742, 15.0, 7.0, 22.0, -28, 0
2023-11-17 22:32:59.659518, 10.0, 6.0, 16.0, -32, 0
2023-11-17 22:33:00.660036, 25.0, 19.0, 44.0, -38, 0
2023-11-17 22:33:01.660563, 0.0, 0.0, 0.0, -38, 0
2023-11-17 22:33:02.661013, 24.0, 16.0, 40.0, -46, 0
2023-11-17 22:33:03.661533, 11.0, 9.0, 20.0, -48, 0
2023-11-17 22:33:04.662221, 32.0, 20.0, 52.0, -60, 0
2023-11-17 22:33:05.662923, 6.0, 6.0, 12.0, -60, 0
2023-11-17 22:33:06.663465, 14.0, 12.0, 26.0, -62, 0
2023-11-17 22:33:07.664034, 8.0, 6.0, 14.0, -64, 0
2023-11-17 22:33:08.664519, 24.0, 12.0, 36.0, -76, 0
2023-11-17 22:33:09.665008, 22.0, 16.0, 38.0, -82, 0
2023-11-17 22:33:10.665932, 14.0, 10.0, 24.0, -86, 0
2023-11-17 22:33:11.666451, 10.0, 4.0, 14.0, -92, 0
2023-11-17 22:33:12.667095, 18.0, 10.0, 28.0, -100, 0
2023-11-17 22:33:13.667586, 15.0, 9.0, 24.0, -106, 0
2023-11-17 22:33:14.668672, 15.0, 15.0, 30.0, -106, 0
2023-11-17 22:33:15.669754, 6.0, 4.0, 10.0, -108, 0
2023-11-17 22:33:16.670195, 14.0, 10.0, 24.0, -112, 0
2023-11-17 22:33:17.670872, 12.0, 10.0, 22.0, -114, 0
2023-11-17 22:33:18.671991, 24.0, 12.0, 36.0, -126, 0
2023-11-17 22:33:19.672789, 0.0, 0.0, 0.0, -126, 0
2023-11-17 22:33:20.673866, 8.0, 6.0, 14.0, -128, 0
2023-11-17 22:33:21.674433, 31.0, 21.0, 52.0, -138, 0
2023-11-17 22:33:22.675011, 23.0, 13.0, 36.0, -148, 0
2023-11-17 22:33:23.675433, 20.0, 12.0, 32.0, -156, 0
2023-11-17 22:33:24.676115, 38.0, 22.0, 60.0, -172, 0
2023-11-17 22:33:25.677319, 15.0, 7.0, 22.0, -180, 0
2023-11-17 22:33:26.678419, 13.0, 9.0, 22.0, -184, 0
2023-11-17 22:33:27.679477, 25.0, 21.0, 46.0, -188, 0
2023-11-17 22:33:28.680203, 30.0, 20.0, 50.0, -198, 0
2023-11-17 22:33:29.680875, 15.0, 15.0, 30.0, -198, 0
2023-11-17 22:33:30.681363, 17.0, 15.0, 32.0, -200, 0
2023-11-17 22:33:31.682563, 16.0, 12.0, 28.0, -204, 0
2023-11-17 22:33:32.683673, 11.0, 9.0, 20.0, -206, 0
2023-11-17 22:33:33.684625, 16.0, 12.0, 28.0, -210, 0
2023-11-17 22:33:34.685246, 25.0, 19.0, 44.0, -216, 0
2023-11-17 22:33:35.686246, 18.0, 8.0, 26.0, -226, 0
2023-11-17 22:33:36.687328, 11.0, 9.0, 20.0, -228, 0
2023-11-17 22:33:37.687801, 13.0, 5.0, 18.0, -236, 0
2023-11-17 22:33:38.688923, 11.0, 9.0, 20.0, -238, 0
2023-11-17 22:33:39.689447, 14.0, 10.0, 24.0, -242, 0
2023-11-17 22:33:40.690098, 10.0, 8.0, 18.0, -244, 0
2023-11-17 22:33:41.690598, 8.0, 6.0, 14.0, -246, 0
2023-11-17 22:33:42.691216, 7.0, 5.0, 12.0, -248, 0
2023-11-17 22:33:43.691671, 13.0, 9.0, 22.0, -252, 0
2023-11-17 22:33:44.692177, 11.0, 5.0, 16.0, -258, 0
2023-11-17 22:33:45.692935, 0.0, 0.0, 0.0, -258, 0
