APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
26.0,0.0,0,0,11:33,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
34.666666666666664,0.0,0,0,11:37,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
40.0,0.0,0,0,11:40,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
40.666666666666664,0.0,0,0,11:44,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
39.333333333333336,0.0,0,0,11:47,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
35.666666666666664,0.0,-1,0,11:51,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
40.0,0.0,-2,0,11:55,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
41.333333333333336,0.0,0,0,11:58,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
37.333333333333336,0.0,0,0,12:02,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
31.666666666666668,3.3333333333333335,1,0,12:05,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
29.333333333333332,20.0,8,0,12:09,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
36.0,88.33333333333333,38,0,12:13,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
46.333333333333336,98.33333333333333,77,0,12:16,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
47.666666666666664,76.66666666666667,103,0,12:20,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
43.666666666666664,40.0,91,0,12:24,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
29.0,18.333333333333332,57,0,12:27,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
18.666666666666668,16.666666666666668,34,0,12:31,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
11.333333333333334,3.3333333333333335,18,0,12:35,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
15.0,1.6666666666666667,11,0,12:38,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
23.0,3.3333333333333335,3,0,12:43,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
38.333333333333336,0.0,1,0,12:47,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
37.666666666666664,0.0,3,0,12:50,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
39.333333333333336,0.0,0,0,12:54,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
34.666666666666664,0.0,0,0,12:57,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
37.666666666666664,0.0,1,0,13:01,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
40.666666666666664,0.0,0,0,13:05,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
40.0,0.0,0,0,13:08,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
36.666666666666664,0.0,0,0,13:12,0
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
32.666666666666664,0.0,0,0,13:15,0
